our_game_id,our_player_id,our_shot_x,our_shot_y,our_distance,our_angle,our_xg,our_is_goal,our_is_rebound,our_is_slot_shot,our_has_pass,mp_shotID,mp_game_id,mp_xCord,mp_yCord,mp_shotDistance,mp_shotAngle,mp_xGoal,mp_goal,mp_shotRebound,mp_shotRush,mp_lastEventCategory,match_distance,xg_difference,xg_ratio
2025020003,8479398,49.0,17.0,43.46262762420146,23.02549200852804,0.0375744961202144,False,False,0,False,178,20003,49,17,43.4626276242,23.0254920085,0.0396003,0,0,0,FAC,0.0,-0.002025803879785598,0.9488437239165967
2025020003,8484149,66.0,-25.0,33.97057550292606,47.38594403038881,0.0670673698186874,False,False,0,False,179,20003,66,-25,33.9705755029,-47.3859440304,0.0336212,0,0,0,TAKE,0.0,0.0334461698186874,1.994794053117896
2025020003,8479525,52.0,39.0,53.75872022286245,46.50743575877497,0.0223008561879396,False,True,0,True,180,20003,52,39,53.7587202229,46.5074357588,0.0303036,0,1,0,SHOT,0.0,-0.008002743812060401,0.7359144190109294
2025020003,8479525,76.0,15.0,19.849433241279208,49.08561677997488,0.0541971363127231,False,False,0,False,181,20003,76,15,19.8494332413,49.08561678,0.0389385,0,0,0,FAC,0.0,0.015258636312723096,1.3918650259440681
2025020003,8475754,79.0,-5.0,11.180339887498947,26.56505117707799,0.0894181281328201,False,False,0,False,184,20003,79,-5,11.1803398875,-26.5650511771,0.0124542,0,0,0,FAC,0.0,0.0769639281328201,7.179756879833318
2025020003,8470613,38.0,-36.0,62.42595614005443,35.21759296819271,0.0076650916598737,False,False,0,False,185,20003,38,-36,62.4259561401,-35.2175929682,0.00247296,0,0,0,GIVE,0.0,0.0051921316598737,3.0995615213645586
2025020252,8481032,66.0,27.0,35.4682957019364,49.573921259900864,0.0193190053105354,False,False,0,False,21246,20252,66,27,35.4682957019,49.5739212599,0.0198318,0,0,0,BLOCK,0.0,-0.0005127946894646004,0.9741428065296847
2025020252,8478414,22.0,-4.0,67.11929677819934,3.416588191771344,0.017212338745594,False,False,0,False,21247,20252,22,-4,67.1192967782,-3.41658819177,0.0150389,0,0,0,GIVE,0.0,0.0021734387455940012,1.1445211249223015
2025020252,8482684,35.0,2.0,54.037024344425184,2.1210963966614536,0.0202106479555368,False,False,0,False,21248,20252,35,2,54.0370243444,2.12109639666,0.0180523,0,0,0,HIT,0.0,0.0021583479555368004,1.1195608291207657
2025020252,8481721,55.0,19.0,38.948684188300895,29.19748604606448,0.0239964313805103,False,False,0,False,21250,20252,55,19,38.9486841883,29.1974860461,0.0236654,0,0,0,SHOT,0.0,0.00033103138051029934,1.013987990083003
2025020428,8480426,66.0,-6.0,23.769728648009423,14.620873988631656,0.1295849531888961,False,False,0,False,36196,20428,66,-6,23.769728648,-14.6208739886,0.10724,0,0,0,MISS,0.0,0.022344953188896094,1.2083639797547192
2025020004,8482964,40.0,22.0,53.71219600798314,24.179107146689176,0.0214947536587715,False,False,0,False,242,20004,40,22,53.712196008,24.1791071467,0.0166914,0,0,0,HIT,0.0,0.004803353658771502,1.2877741626688894
2025020004,8483515,88.0,14.0,14.0356688476182,85.91438322002513,0.0537976771593093,False,False,0,False,243,20004,88,14,14.0356688476,85.91438322,0.0497209,0,0,0,FAC,0.0,0.004076777159309299,1.0819932293926557
2025020004,8483515,74.0,-6.0,16.15549442140351,21.80140948635181,0.0770818591117858,False,False,0,False,244,20004,74,-6,16.1554944214,-21.8014094864,0.0689321,0,0,0,SHOT,0.0,0.00814975911178581,1.118228794883455
2025020004,8476981,65.0,0.0,24.0,0.0,0.0843266248703002,False,False,0,False,246,20004,65,0,24.0,0.0,0.0713111,0,0,0,FAC,0.0,0.013015524870300194,1.1825175164918251
2025020004,8482775,57.0,-21.0,38.27531841800928,33.274887984834926,0.0324226282536983,True,False,0,False,247,20004,57,-21,38.275318418,-33.2748879848,0.0219811,1,0,0,FAC,0.0,0.0104415282536983,1.4750230085709224
2025020004,8481618,60.0,-15.0,32.64965543462902,27.34987578006988,0.0506538189947605,False,False,0,False,250,20004,60,-15,32.6496554346,-27.3498757801,0.0470991,0,0,0,MISS,0.0,0.0035547189947605015,1.0754731830281365
2025020004,8480018,50.0,-13.0,41.10960958218893,18.43494882292201,0.0510264784097671,False,False,0,False,251,20004,50,-13,41.1096095822,-18.4349488229,0.0562415,0,0,0,GIVE,0.0,-0.0052150215902328975,0.9072744932081667
2025020004,8483515,68.0,-31.0,37.44329045369811,55.885527054658745,0.020166577771306,False,False,0,False,252,20004,68,-31,37.4432904537,-55.8855270547,0.0229083,0,0,0,HIT,0.0,-0.0027417222286939998,0.8803175168522326
2025020004,8482737,82.0,3.0,7.615773105863909,23.19859051364819,0.2397095710039138,False,False,0,False,253,20004,82,3,7.61577310586,23.1985905136,0.222245,0,0,0,BLOCK,0.0,0.017464571003913798,1.078582514809844
2025020004,8481540,67.0,-35.0,41.340053217188775,57.84770485871766,0.0036075126845389,False,False,0,False,255,20004,67,-35,41.3400532172,-57.8477048587,0.00784822,0,0,0,BLOCK,0.0,-0.0042407073154611,0.45965998462567315
2025020004,8481523,72.0,2.0,17.11724276862369,6.7098368077569335,0.1140036284923553,False,False,0,False,257,20004,72,2,17.1172427686,6.70983680776,0.153656,0,0,0,BLOCK,0.0,-0.03965237150764468,0.7419406238113404
2025020004,8483457,27.0,-3.0,62.07253821135398,2.7702157972001924,0.0324275754392147,False,False,0,False,258,20004,27,-3,62.0725382114,-2.7702157972,0.0296681,0,0,0,FAC,0.0,0.0027594754392147,1.093011532225343
2025020377,8476453,63.0,-34.0,42.80186911806539,52.59464336859145,0.0283697843551635,False,False,0,False,31764,20377,63,-34,42.8018691181,-52.5946433686,0.0237036,0,0,0,HIT,0.0,0.004666184355163503,1.1968555137263328
